Run dir: /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Using cpu device
Logging to /Users/lukas/weird_objects/hexapod_walker/policies/walker_v6
Training 5000000 steps across 8 parallel envs ...
---------------------------------
| rollout/           |          |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.39       |
|    explained_variance   | 0.987      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.039     |
|    n_updates            | 1230       |
|    policy_gradient_loss | -0.00481   |
|    std                  | 0.161      |
|    value_loss           | 0.00607    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 328        |
| time/                   |            |
|    fps                  | 4868       |
|    iterations           | 125        |
|    time_elapsed         | 420        |
|    total_timesteps      | 2048000    |
| train/                  |            |
|    approx_kl            | 0.13798681 |
|    clip_fraction        | 0.645      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.45       |
|    explained_variance   | 0.988      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.014     |
|    n_updates            | 1240       |
|    policy_gradient_loss | -0.0053    |
|    std                  | 0.16       |
|    value_loss           | 0.00607    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 331        |
| time/                   |            |
|    fps                  | 4869       |
|    iterations           | 126        |
|    time_elapsed         | 423        |
|    total_timesteps      | 2064384    |
| train/                  |            |
|    approx_kl            | 0.13924831 |
|    clip_fraction        | 0.64       |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.47       |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0256    |
|    n_updates            | 1250       |
|    policy_gradient_loss | -0.00724   |
|    std                  | 0.16       |
|    value_loss           | 0.00537    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 347        |
| time/                   |            |
|    fps                  | 4870       |
|    iterations           | 127        |
|    time_elapsed         | 427        |
|    total_timesteps      | 2080768    |
| train/                  |            |
|    approx_kl            | 0.14367682 |
|    clip_fraction        | 0.643      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.5        |
|    explained_variance   | 0.992      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0337    |
|    n_updates            | 1260       |
|    policy_gradient_loss | -0.00524   |
|    std                  | 0.16       |
|    value_loss           | 0.00491    |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 329        |
| time/                   |            |
|    fps                  | 4871       |
|    iterations           | 128        |
|    time_elapsed         | 430        |
|    total_timesteps      | 2097152    |
| train/                  |            |
|    approx_kl            | 0.13412039 |
|    clip_fraction        | 0.647      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.5        |
|    explained_variance   | 0.991      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.031     |
|    n_updates            | 1270       |
|    policy_gradient_loss | -0.00287   |
|    std                  | 0.16       |
|    value_loss           | 0.0052     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 300        |
|    ep_rew_mean          | 336        |
| time/                   |            |
|    fps                  | 4873       |
|    iterations           | 129        |
|    time_elapsed         | 433        |
|    total_timesteps      | 2113536    |
| train/                  |            |
|    approx_kl            | 0.15850234 |
|    clip_fraction        | 0.653      |
|    clip_range           | 0.2        |
|    entropy_loss         | 7.53       |
|    explained_variance   | 0.993      |
|    learning_rate        | 0.0003     |
|    loss                 | -0.0204    |
|    n_updates            | 1280       |
|    policy_gradient_loss | -0.00191   |
|    std                  | 0.159      |
|    value_loss           | 0.00456    |
----------------------------------------
----------------------------------------
